city,region,city_type,year,month,season,avg_temperature_c,humidity_pct,population,population_density_per_km2,gdp_per_capita_usd,industrialization_level,industrial_zones_count,num_subscribers,renewable_energy_pct,grid_loss_pct,smart_meter_adoption_pct,peak_demand_hour,monthly_consumption_gwh,avg_wind_speed_kmh,monthly_rainfall_mm,electricity_price_tl_kwh,co2_emission_tons,avg_daily_sunshine_hours,infrastructure_score
Gaziantep,Southeastern Anatolia,Large City,2017,8,Summer,34.07,52.3,2101263,2180.72,17839.31,High,8.0,620809.0,7.74,8.15,22.39,20:00,1.906,,28.3 mm,₺0.78,"242,478",  7.8  ,41%
Hatay,Mediterranean,Large City,2020,7,Summer,36.22,51.41,1609856,357.11,8507.28,Low,4.0,589475.0,12.85,5.34,,19:00,2.9225,"8,9",242.6 mm,₺1.72,"488,060",  2.9  ,35%
Bursa,Marmara,Large City,2017,7,Summer,32.28,51.32,3056120,1295.72,,High,8.0,859935.0,23.01,17.27,68.37,08:00,2.3931,"44,8",123.4 mm,₺1.81,"635,073",  5.4  ,60%
Sivas,Central Anatolia,Medium City,2015,12,Winter,-1.77,49.59,634149,611.22,9348.32,Low,1.0,194444.0,35.5,13.77,12.04,09:00,0.3239,"22,9",136.6 mm,₺2.4,"98,125",  2.7  ,57%
Tekirdag,Marmara,Medium City,2019,6,Summer,31.9,45.89,1085000,344.38,12377.87,Medium,3.0,340731.0,30.09,13.7,43.61,21:00,0.7266,"46,4",105.5 mm,₺1.13,"42,219",  5.9  ,39%
Afyonkarahisar,Aegean,Small City,2021,7,Summer,36.28,51.72,734000,179.46,,Low,3.0,239268.0,31.29,19.97,55.9,19:00,0.4375,,271.0 mm,₺2.38,"721,044",  3.0  ,63%
Konya,Central Anatolia,Large City,2016,2,Winter,0.91,,2320259,840.0,12737.07,Medium,,726136.0,8.88,13.76,71.55,08:00,1.2966,,93.2 mm,₺1.03,"190,220",  11.8  ,81%
Tekirdag,Marmara,Medium City,2023,4,Spring,19.11,50.34,1085000,1424.47,,Medium,4.0,,34.48,18.45,15.73,20:00,0.5635,"61,7",234.3 mm,₺1.9,"92,607",,75%
Mugla,Aegean,Medium City,2022,2,Winter,2.67,,1012321,211.96,9890.14,Low,2.0,377789.0,30.0,15.93,28.13,10:00,0.6307,"61,1",284.9 mm,₺0.75,"457,281",  8.1  ,90%
Samsun,Black Sea,Large City,2023,10,Autumn,11.79,73.21,1361505,544.52,8503.82,Low,3.0,515977.0,8.28,5.52,11.95,09:00,0.5505,"6,2",70.8 mm,₺2.13,"530,329",  3.0  ,67%
Manisa,Aegean,Medium City,2016,12,Winter,3.98,64.52,1452881,292.19,11390.89,Medium,3.0,477837.0,22.76,14.39,,20:00,0.9787,"38,7",211.8 mm,₺1.82,"657,373",  2.3  ,
Mersin,Mediterranean,Large City,2017,12,Winter,9.92,,1936586,1783.19,13368.37,Medium,,586518.0,20.46,9.39,51.91,19:00,1.3469,"25,9",207.8 mm,₺0.89,"509,958",  8.4  ,77%
Erzurum,Eastern Anatolia,Medium City,2020,4,Spring,11.66,77.92,762321,344.42,9232.28,Low,1.0,240292.0,16.79,17.99,39.07,10:00,0.3058,"22,6",32.3 mm,,"613,964",  4.6  ,61%
Manisa,Aegean,Medium City,2015,5,Spring,21.91,70.35,1452881,392.38,12356.13,Medium,3.0,545038.0,43.43,7.95,74.66,18:00,0.6572,"14,8",202.1 mm,₺2.46,"315,547",  6.8  ,52%
Kahramanmaras,Mediterranean,Medium City,2020,9,Autumn,18.88,75.73,1178234,572.2,11128.39,Low,2.0,,36.78,6.48,65.58,20:00,0.4755,"15,0",267.3 mm,₺0.65,"83,990",  7.4  ,97%
Gaziantep,Southeastern Anatolia,Large City,2015,7,Summer,35.87,,2101263,1004.11,17068.34,High,7.0,645271.0,28.2,16.49,53.36,10:00,1.5754,"11,4",296.0 mm,₺1.63,"764,113",  8.4  ,80%
Kahramanmaras,Mediterranean,Medium City,2018,3,Spring,21.87,76.53,1178234,391.66,10497.63,Low,4.0,361246.0,17.35,9.4,31.63,08:00,0.4385,"74,5",48.3 mm,₺2.01,"359,648",,70%
Trabzon,Black Sea,Medium City,2021,1,Winter,1.58,40.95,811874,351.74,8645.71,Low,2.0,297044.0,34.6,,55.53,10:00,0.5045,"52,5",17.2 mm,₺0.76,"214,758",  6.1  ,46%
Kocaeli,Marmara,Large City,2016,4,Spring,16.98,52.21,2031963,505.01,18834.33,High,8.0,589827.0,15.86,11.04,22.29,18:00,1.1919,"9,6",57.0 mm,₺0.86,"312,219",  6.7  ,62%
Gaziantep,Southeastern Anatolia,Large City,2018,7,Summer,34.76,73.64,2101263,749.06,18969.23,High,6.0,656292.0,38.68,13.1,41.11,19:00,1.5449,"69,9",160.0 mm,₺0.56,"257,609",,76%
Izmir,Aegean,Megacity,2018,6,Summer,36.01,53.98,4394694,2398.16,18197.23,High,11.0,1379105.0,8.88,11.49,17.97,09:00,3.398,"49,4",162.6 mm,₺1.81,,  10.6  ,63%
Mardin,Southeastern Anatolia,Small City,2019,1,Winter,5.72,80.51,833645,227.67,8897.34,Low,2.0,269077.0,13.08,19.54,46.8,08:00,0.4259,"65,4",236.9 mm,₺2.1,"708,327",  4.4  ,
Izmir,Aegean,Megacity,2021,5,Spring,21.77,40.84,4394694,978.63,18305.95,High,12.0,1419387.0,21.56,13.98,40.25,19:00,2.7496,"6,6",,₺2.24,"796,831",  10.5  ,58%
Mugla,Aegean,Medium City,2017,2,Winter,6.82,72.94,1012321,295.8,9610.39,Low,2.0,372673.0,31.94,12.61,12.55,20:00,0.5135,"33,8",,₺2.24,"66,188",  5.5  ,54%
Afyonkarahisar,Aegean,Small City,2017,6,Summer,34.65,41.12,734000,149.56,,Low,3.0,246707.0,41.63,10.23,50.27,19:00,0.4143,"26,5",138.0 mm,₺1.81,"398,142",  3.9  ,37%
Malatya,Eastern Anatolia,Medium City,2022,5,Spring,13.2,78.07,781118,817.97,10272.0,Low,3.0,235084.0,41.46,16.75,57.47,18:00,0.3251,"20,4",237.1 mm,₺1.61,"564,199",  7.4  ,38%
Sakarya,Marmara,Medium City,2016,6,Summer,32.08,68.62,1003000,237.16,14467.55,Medium,4.0,341452.0,33.82,12.67,39.96,09:00,0.64,,170.3 mm,₺0.85,"658,280",  11.2  ,87%
Ankara,Central Anatolia,Megacity,2023,8,Summer,29.38,59.65,5639076,2994.45,16533.93,High,17.0,1892933.0,,16.22,67.39,20:00,4.4526,"48,3",61.9 mm,₺0.57,"459,067",  4.5  ,31%
Balıkesir,Marmara,Medium City,2021,9,Autumn,15.69,41.81,1264958,631.33,10616.81,Low,3.0,436510.0,20.34,17.55,,18:00,0.54,"61,6",17.7 mm,₺2.47,"325,635",  3.2  ,
Kahramanmaras,Mediterranean,Medium City,2017,2,Winter,9.23,81.23,1178234,257.72,10583.76,Low,2.0,376299.0,35.17,5.55,60.31,10:00,0.6316,"69,9",278.4 mm,₺2.27,"62,108",  6.4  ,
Van,Eastern Anatolia,Medium City,2020,9,Autumn,6.88,50.29,1126384,877.24,9084.94,Low,4.0,348601.0,17.26,5.63,68.82,21:00,0.5004,"50,9",296.1 mm,₺1.06,"30,817",  6.5  ,59%
Mardin,Southeastern Anatolia,Small City,2021,1,Winter,5.37,79.63,833645,391.94,10419.82,Low,4.0,,12.65,8.85,56.37,09:00,1.2645,"29,1",62.5 mm,₺0.75,"428,901",  11.6  ,68%
Gaziantep,Southeastern Anatolia,Large City,2015,4,Spring,23.59,45.19,2101263,1824.28,17663.55,High,6.0,715752.0,25.14,9.07,43.39,19:00,1.1177,,166.4 mm,₺2.18,"326,499",  6.8  ,41%
Ankara,Central Anatolia,Megacity,2015,7,Summer,25.97,79.16,5639076,2467.37,18978.06,High,15.0,1802864.0,5.22,17.98,51.95,,4.6035,"54,7",161.6 mm,₺1.27,"221,633",  8.2  ,62%
Van,Eastern Anatolia,Medium City,2015,1,Winter,,56.0,1126384,231.83,8316.84,Low,2.0,339280.0,44.09,6.67,40.75,,0.6236,"64,6",125.5 mm,₺1.65,"372,567",  9.2  ,88%
Erzurum,Eastern Anatolia,Medium City,2016,12,Winter,-1.85,43.02,762321,230.14,9088.83,Low,3.0,240084.0,,17.0,40.44,08:00,0.4564,,127.7 mm,₺2.42,,  5.0  ,
Malatya,Eastern Anatolia,Medium City,2023,10,Autumn,6.69,51.48,781118,261.93,8547.67,Low,3.0,293086.0,21.97,10.84,38.41,21:00,0.3677,"17,4",172.3 mm,₺2.25,,  11.6  ,53%
Mersin,Mediterranean,Large City,2021,11,Autumn,24.17,80.52,1936586,578.52,12009.78,Medium,5.0,703337.0,43.53,10.23,30.7,20:00,2.5063,"73,7",,₺1.46,"603,614",  6.9  ,83%
Trabzon,Black Sea,Medium City,2015,11,Autumn,10.36,54.24,811874,179.45,8368.35,Low,4.0,227408.0,19.46,14.49,40.73,09:00,0.3234,"42,3",62.3 mm,₺0.66,"724,207",  3.7  ,85%
Afyonkarahisar,Aegean,Small City,2023,9,Autumn,16.34,40.86,734000,163.65,11797.94,Low,3.0,213066.0,,8.08,30.32,18:00,0.2946,"39,6",31.0 mm,₺0.64,"442,376",  6.4  ,55%
Mersin,Mediterranean,Large City,2022,7,Summer,39.7,,1936586,1600.08,10866.61,Medium,5.0,704130.0,25.28,17.39,63.92,20:00,1.3326,"52,7",79.6 mm,₺2.18,,  6.3  ,57%
Manisa,Aegean,Medium City,2017,2,Winter,4.49,65.6,1452881,357.78,10306.1,Medium,3.0,527822.0,34.0,16.94,74.07,19:00,0.9273,"63,8",245.0 mm,₺2.01,"59,124",  7.6  ,62%
Kocaeli,Marmara,Large City,2015,1,Winter,-1.36,59.43,2031963,1512.14,17906.45,High,8.0,637626.0,,16.95,55.86,10:00,1.6225,"33,1",286.6 mm,₺2.3,"655,822",  4.9  ,96%
Sakarya,Marmara,Medium City,2019,11,Autumn,16.36,74.54,1003000,207.42,14645.06,Medium,4.0,300523.0,29.68,17.75,,09:00,0.4918,"15,5",137.3 mm,₺2.06,,  3.9  ,39%
Denizli,Aegean,Medium City,2023,11,Autumn,15.03,79.18,1062840,271.42,12084.97,Medium,,368039.0,16.19,9.98,66.59,20:00,0.5567,"49,2",84.4 mm,₺1.93,"865,323",  6.9  ,66%
Ankara,Central Anatolia,Megacity,2016,10,Autumn,12.29,71.15,5639076,3873.79,18843.27,High,15.0,2052807.0,35.52,8.03,72.5,19:00,3.2703,"43,7",17.6 mm,₺2.44,,  4.2  ,62%
Antalya,Mediterranean,Large City,2020,1,Winter,7.36,72.43,2619832,1042.84,12386.05,Low,7.0,967222.0,39.09,17.36,71.13,18:00,1.416,"12,4",284.6 mm,₺1.72,"127,416",  9.8  ,52%
Sivas,Central Anatolia,Medium City,2021,8,Summer,27.56,73.89,634149,169.39,8621.78,Low,3.0,200433.0,5.25,12.41,46.1,08:00,0.3352,"57,3",113.6 mm,₺1.31,"686,013",  8.7  ,
Gaziantep,Southeastern Anatolia,Large City,2021,6,Summer,33.06,56.6,2101263,452.97,20092.32,High,8.0,676386.0,43.66,9.47,36.24,19:00,1.9773,"58,1",265.4 mm,₺0.72,"519,349",  6.5  ,84%
Hatay,Mediterranean,Large City,2023,5,Spring,23.25,61.74,1609856,324.4,7791.3,Low,6.0,,20.13,16.25,40.94,20:00,0.6343,"24,2",98.9 mm,₺1.72,"588,299",  8.5  ,41%
Kayseri,Central Anatolia,Large City,2018,7,Summer,27.13,80.89,1441523,1202.36,12950.69,Medium,5.0,536326.0,38.29,6.67,70.77,20:00,1.1135,"26,6",181.1 mm,,"800,722",  8.7  ,70%
Diyarbakir,Southeastern Anatolia,Large City,2022,4,Spring,22.3,55.98,1801268,467.32,5833.95,Low,4.0,601102.0,24.94,6.3,48.14,18:00,0.6779,"63,9",54.9 mm,₺2.3,"119,960",  9.0  ,83%
Denizli,Aegean,Medium City,2016,1,Winter,4.94,63.92,1062840,280.04,12843.07,Medium,3.0,356447.0,30.52,14.43,74.12,10:00,0.7271,"54,2",285.7 mm,₺1.89,"517,054",  6.7  ,80%
Erzurum,Eastern Anatolia,Medium City,2022,2,Winter,-9.78,71.05,762321,227.47,,Low,3.0,240582.0,22.11,13.2,61.53,10:00,0.5402,"68,5",160.4 mm,₺1.03,"261,128",  2.7  ,82%
Eskisehir,Central Anatolia,Medium City,2018,9,Autumn,13.28,53.45,882456,235.97,11984.31,Medium,,329233.0,29.77,8.2,44.31,18:00,0.474,"45,1",81.8 mm,₺1.45,"447,284",  5.2  ,87%
Eskisehir,Central Anatolia,Medium City,2018,11,Autumn,13.04,,882456,206.26,12355.74,Medium,3.0,274750.0,6.29,11.94,53.23,20:00,0.3925,"59,2",199.2 mm,₺1.11,"362,014",  3.8  ,63%
Canakkale,Marmara,Small City,2017,2,Winter,-2.03,58.98,542000,1068.94,10158.03,Low,1.0,203524.0,17.37,17.36,63.38,08:00,0.3417,"24,6",103.5 mm,₺2.08,"85,011",  6.4  ,87%
Balıkesir,Marmara,Medium City,2022,12,Winter,1.8,78.91,1264958,759.5,7878.27,Low,4.0,451723.0,8.61,8.1,72.71,19:00,0.8403,"54,4",186.8 mm,₺2.05,"550,275",  8.8  ,73%
Balıkesir,Marmara,Medium City,2015,7,Summer,34.91,52.51,1264958,1006.4,7196.78,Low,5.0,359490.0,11.27,17.41,37.25,19:00,0.6125,"10,3",16.0 mm,₺2.5,"373,227",  7.7  ,50%
Ankara,Central Anatolia,Megacity,2021,11,Autumn,10.16,41.3,5639076,2551.07,15987.57,High,17.0,1795321.0,29.99,12.51,45.06,08:00,3.4401,"41,8",98.6 mm,₺1.95,"236,931",  10.1  ,68%
Bursa,Marmara,Large City,2018,10,Autumn,18.51,47.59,3056120,3587.57,19945.85,High,,953153.0,42.29,8.91,,20:00,1.9518,"75,1",163.2 mm,₺2.28,"322,151",  9.9  ,70%
Mardin,Southeastern Anatolia,Small City,2022,4,Spring,21.36,62.84,833645,217.25,10760.89,Low,3.0,241623.0,35.05,7.51,48.42,21:00,0.332,"25,8",85.7 mm,₺2.14,"595,594",  6.5  ,45%
Afyonkarahisar,Aegean,Small City,2017,5,Spring,,52.02,734000,324.72,7713.75,Low,1.0,274288.0,22.71,8.86,10.85,10:00,0.2769,"6,7",82.8 mm,₺1.63,"661,018",  9.4  ,44%
Konya,Central Anatolia,Large City,2019,5,Spring,16.66,61.95,2320259,1239.47,,Medium,7.0,690203.0,17.32,14.39,57.63,19:00,1.2693,"23,1",104.6 mm,₺1.68,"762,568",,73%
Erzurum,Eastern Anatolia,Medium City,2017,9,Autumn,7.68,62.22,762321,251.2,8077.69,Low,1.0,281735.0,22.57,8.03,40.9,,0.3093,,200.1 mm,₺1.86,"131,576",,46%
Izmir,Aegean,Megacity,2022,11,Autumn,19.22,59.27,4394694,4756.65,19646.35,High,13.0,1334765.0,34.08,19.04,27.56,18:00,3.0622,"66,2",225.7 mm,₺0.73,"149,927",  5.0  ,76%
Van,Eastern Anatolia,Medium City,2015,2,Winter,-10.94,45.07,1126384,352.3,10765.18,Low,3.0,408793.0,5.16,19.11,15.04,,0.5708,,36.4 mm,₺0.9,"491,813",  3.4  ,93%
Canakkale,Marmara,Small City,2023,7,Summer,31.25,76.04,542000,120.41,9759.95,Low,,190574.0,,7.1,38.07,09:00,0.0929,"46,1",111.8 mm,₺1.79,"498,238",  4.1  ,60%
Sakarya,Marmara,Medium City,2020,1,Winter,2.11,66.09,1003000,416.68,13676.14,Medium,3.0,378719.0,18.02,6.42,,09:00,0.7087,"57,7",12.0 mm,₺0.55,"7,534",  3.2  ,34%
Kocaeli,Marmara,Large City,2019,5,Spring,18.65,64.84,2031963,521.94,16753.25,High,8.0,700562.0,39.79,15.96,61.76,20:00,1.3194,"9,0",117.6 mm,,"190,669",  10.1  ,65%
Afyonkarahisar,Aegean,Small City,2021,10,Autumn,17.99,,734000,705.18,11639.72,Low,2.0,240691.0,6.43,10.48,22.12,10:00,0.3153,"14,4",,₺1.35,"706,665",  3.5  ,50%
Malatya,Eastern Anatolia,Medium City,2019,5,Spring,10.02,47.61,781118,332.34,10339.43,Low,3.0,255244.0,39.64,9.34,50.26,20:00,0.3482,"22,6",144.3 mm,₺1.82,"542,442",  9.9  ,41%
Bursa,Marmara,Large City,2021,10,Autumn,16.67,62.94,3056120,804.87,,High,9.0,976608.0,41.8,5.63,74.79,08:00,1.8429,"35,5",236.4 mm,₺0.63,"236,566",  3.0  ,66%
Hatay,Mediterranean,Large City,2016,11,Autumn,24.87,,1609856,1925.72,6257.39,Low,5.0,503193.0,,12.15,56.91,,0.6218,"60,9",122.0 mm,₺1.78,"136,611",  11.8  ,44%
Balıkesir,Marmara,Medium City,2015,12,Winter,2.06,83.23,1264958,479.03,10287.86,Low,5.0,397478.0,7.76,6.42,17.68,20:00,0.7676,"78,5",185.7 mm,₺0.59,"757,603",  4.6  ,89%
Eskisehir,Central Anatolia,Medium City,2016,7,Summer,29.83,58.19,882456,1469.65,13040.52,Medium,3.0,305237.0,31.49,12.52,54.59,20:00,0.5422,"58,6",134.3 mm,₺1.89,"706,092",  10.3  ,
Mersin,Mediterranean,Large City,2020,3,Spring,25.97,72.76,1936586,561.99,14441.31,Medium,,639037.0,14.27,6.67,62.73,09:00,0.9325,"8,9",211.0 mm,₺1.63,"564,750",  11.2  ,38%
Bursa,Marmara,Large City,2020,6,Summer,29.28,75.69,3056120,1269.3,17331.79,High,10.0,879566.0,9.02,19.2,50.65,08:00,2.2313,"73,0",122.4 mm,₺1.38,,  4.1  ,53%
Kahramanmaras,Mediterranean,Medium City,2015,3,Spring,27.54,71.73,1178234,1610.17,7946.31,Low,2.0,334295.0,37.18,13.68,64.8,08:00,0.3463,"37,6",90.1 mm,₺1.63,"192,565",  10.3  ,45%
Izmir,Aegean,Megacity,2020,7,Summer,35.76,82.11,4394694,2548.1,17200.95,High,12.0,1382104.0,18.34,6.89,,10:00,12.7938,,189.8 mm,₺0.94,"419,054",  5.4  ,88%
Hatay,Mediterranean,Large City,2023,11,Autumn,23.12,75.81,1609856,1027.47,11322.96,Low,6.0,456140.0,26.5,17.61,33.84,10:00,0.7278,"35,4",134.7 mm,₺2.49,"350,805",,35%
Manisa,Aegean,Medium City,2021,3,Spring,22.65,82.78,1452881,485.64,12804.79,Medium,5.0,420130.0,24.72,6.25,49.16,21:00,0.6837,"51,7",284.8 mm,₺1.2,"424,016",  11.6  ,33%
Sakarya,Marmara,Medium City,2018,6,Summer,27.7,62.73,1003000,1022.44,12641.6,Medium,4.0,307543.0,19.59,17.86,43.44,10:00,0.688,,229.3 mm,₺1.34,"460,808",  3.2  ,
Balıkesir,Marmara,Medium City,2020,8,Summer,31.09,83.77,1264958,361.29,9860.21,Low,3.0,361410.0,32.98,9.6,32.3,21:00,0.7363,"48,5",155.0 mm,₺0.81,,  8.4  ,50%
Mugla,Aegean,Medium City,2016,3,Spring,20.77,84.46,1012321,424.75,8746.3,Low,4.0,343103.0,26.57,7.38,67.62,08:00,0.4035,"54,4",136.1 mm,₺2.02,,  9.6  ,60%
Izmir,Aegean,Megacity,2021,5,Spring,20.38,74.89,4394694,1043.21,18621.54,High,11.0,1460435.0,33.26,16.41,70.08,09:00,2.7236,"45,9",56.6 mm,₺1.88,"77,818",  6.4  ,89%
Konya,Central Anatolia,Large City,2016,3,Spring,15.16,57.63,2320259,481.38,11799.67,Medium,7.0,672977.0,35.99,19.2,20.11,18:00,0.9772,"9,3",201.3 mm,₺2.26,"200,856",  11.1  ,70%
Bursa,Marmara,Large City,2015,1,Winter,,68.47,3056120,1502.56,,High,8.0,895656.0,18.56,17.29,21.27,19:00,2.352,"46,1",198.9 mm,₺0.88,"122,319",  9.3  ,49%
Hatay,Mediterranean,Large City,2016,5,Spring,26.47,82.31,1609856,415.43,7362.58,Low,4.0,605669.0,22.53,18.49,38.87,18:00,0.7015,"71,8",43.2 mm,₺0.72,"346,465",  2.3  ,43%
Balıkesir,Marmara,Medium City,2023,12,Winter,-1.58,40.32,1264958,263.99,11939.76,Low,4.0,421400.0,33.11,19.34,35.98,08:00,0.8209,"21,4",199.5 mm,₺1.15,"311,989",  5.8  ,62%
Ankara,Central Anatolia,Megacity,2017,3,Spring,18.41,69.4,5639076,2779.29,,High,16.0,1776541.0,28.99,12.59,69.34,,2.7888,"48,1",168.1 mm,₺2.27,"14,614",  10.9  ,77%
Balıkesir,Marmara,Medium City,2017,10,Autumn,14.96,47.73,1264958,372.5,9468.93,Low,4.0,479466.0,43.32,5.16,54.4,19:00,0.5073,"48,9",294.6 mm,₺0.82,"653,184",  10.3  ,81%
Hatay,Mediterranean,Large City,2017,8,Summer,37.1,53.98,1609856,328.89,7671.71,Low,5.0,598603.0,10.06,17.23,60.55,10:00,0.8128,"26,7",22.4 mm,₺0.55,"609,536",  5.9  ,72%
Hatay,Mediterranean,Large City,2019,12,Winter,8.01,81.61,1609856,405.11,9086.15,Low,4.0,542029.0,36.87,5.66,,18:00,0.9796,"12,1",86.4 mm,₺2.49,"488,125",  7.2  ,95%
Erzurum,Eastern Anatolia,Medium City,2020,2,Winter,-9.63,58.56,762321,854.79,8429.85,Low,3.0,268740.0,28.03,17.8,33.43,19:00,0.4606,"78,1",38.1 mm,₺2.33,"883,107",,97%
Denizli,Aegean,Medium City,2019,2,Winter,2.36,48.65,1062840,614.57,14630.4,Medium,4.0,361645.0,12.63,15.41,21.99,20:00,0.8422,"12,4",291.0 mm,₺2.29,"875,768",  7.3  ,76%
Manisa,Aegean,Medium City,2023,9,Autumn,19.08,52.01,1452881,408.89,14947.24,Medium,4.0,527012.0,,15.71,16.53,10:00,0.7573,"21,4",30.9 mm,₺1.62,"715,984",  3.9  ,66%
Sakarya,Marmara,Medium City,2016,2,Winter,1.64,83.29,1003000,284.41,10618.19,Medium,3.0,324993.0,,13.14,35.36,20:00,0.7075,"11,7",36.4 mm,₺1.08,"680,831",  9.7  ,75%
Istanbul,Marmara,Megacity,2016,6,Summer,29.83,43.73,15840900,14003.59,15349.07,High,41.0,4632669.0,7.49,7.69,69.47,20:00,14.3957,"10,8",286.4 mm,₺2.49,"834,992",  7.7  ,50%
Hatay,Mediterranean,Large City,2017,3,Spring,26.22,,1609856,590.03,9513.18,Low,6.0,504583.0,24.05,18.81,24.72,10:00,0.5319,"46,0",21.6 mm,₺0.7,"656,084",  10.9  ,49%
Van,Eastern Anatolia,Medium City,2021,3,Spring,7.9,57.46,1126384,475.59,10799.39,Low,4.0,332209.0,28.64,9.4,33.96,21:00,0.4022,"75,7",23.7 mm,₺1.47,,  6.6  ,34%
Afyonkarahisar,Aegean,Small City,2023,7,Summer,34.56,60.76,734000,216.79,9270.58,Low,2.0,240116.0,7.14,6.8,53.45,10:00,0.4383,"6,5",36.0 mm,₺1.9,"546,079",  10.1  ,81%
Diyarbakir,Southeastern Anatolia,Large City,2015,7,Summer,34.36,48.67,1801268,462.06,11435.29,Low,5.0,650221.0,44.02,17.94,18.32,08:00,0.8897,"70,6",298.6 mm,₺1.05,"20,065",  8.6  ,
Antalya,Mediterranean,Large City,2022,5,Spring,23.8,61.93,2619832,806.47,5497.99,Low,7.0,740112.0,33.95,18.64,39.14,08:00,1.014,"35,0",61.4 mm,₺0.8,"644,371",  4.8  ,88%
Istanbul,Marmara,Megacity,2018,12,Winter,,61.57,15840900,11100.23,,High,41.0,5294734.0,25.88,9.96,72.32,20:00,13.2079,"11,7",124.6 mm,₺1.81,"532,046",  11.2  ,65%
Tekirdag,Marmara,Medium City,2021,3,Spring,17.55,53.84,1085000,220.02,,Medium,2.0,317883.0,37.3,16.78,35.82,20:00,0.5475,"5,5",187.2 mm,₺1.75,"235,755",  2.4  ,55%
Manisa,Aegean,Medium City,2020,1,Winter,7.83,73.49,1452881,380.46,11481.84,Medium,4.0,457126.0,26.5,18.8,32.55,18:00,0.8985,"47,0",282.6 mm,₺1.64,"650,629",  11.4  ,36%
Gaziantep,Southeastern Anatolia,Large City,2022,5,Spring,24.8,47.54,2101263,548.11,,High,6.0,657634.0,42.2,15.61,35.4,,1.4644,"13,2",178.7 mm,₺1.71,"688,980",  3.1  ,50%
Samsun,Black Sea,Large City,2023,4,Spring,18.55,52.96,1361505,1165.34,9268.67,Low,3.0,497928.0,40.36,11.78,13.15,20:00,0.5458,"6,8",100.9 mm,,"625,982",  9.6  ,42%
Samsun,Black Sea,Large City,2021,10,Autumn,14.58,41.27,1361505,397.82,10904.45,Low,5.0,458460.0,30.98,11.02,25.02,19:00,0.5682,"27,5",66.8 mm,₺1.44,"74,635",  3.4  ,41%
Samsun,Black Sea,Large City,2019,2,Winter,-0.73,67.24,1361505,1225.33,8323.78,Low,5.0,415523.0,7.95,18.19,11.45,18:00,0.7879,,249.7 mm,₺2.13,"620,096",  6.0  ,90%
Bursa,Marmara,Large City,2018,2,Winter,0.1,54.09,3056120,904.49,18943.17,High,8.0,,15.31,12.35,35.28,18:00,2.5026,"76,5",231.9 mm,₺0.8,"371,228",  11.6  ,34%
Mardin,Southeastern Anatolia,Small City,2016,7,Summer,35.21,57.57,833645,386.06,9550.5,Low,3.0,297714.0,43.97,6.9,62.18,08:00,0.4271,"25,5",106.9 mm,₺0.94,"149,065",  9.1  ,62%
Kocaeli,Marmara,Large City,2016,3,Spring,17.9,79.18,2031963,885.11,20313.38,High,8.0,701458.0,31.5,6.43,,08:00,1.2808,"29,5",171.2 mm,₺0.74,"415,653",  7.3  ,30%
Mardin,Southeastern Anatolia,Small City,2018,10,Autumn,21.13,59.8,833645,311.11,10441.18,Low,4.0,268106.0,12.42,16.88,16.07,08:00,0.3508,"37,0",184.5 mm,₺2.29,"244,997",,42%
Sivas,Central Anatolia,Medium City,2021,8,Summer,28.67,68.53,634149,177.84,7771.96,Low,2.0,194769.0,24.07,17.34,22.04,09:00,0.3806,"38,0",148.4 mm,₺0.94,"417,497",  8.7  ,97%
Trabzon,Black Sea,Medium City,2018,2,Winter,-0.74,73.03,811874,218.63,8975.75,Low,4.0,289846.0,11.79,15.78,40.05,18:00,0.4409,"79,8",244.8 mm,₺1.46,"711,649",  9.2  ,68%
Balıkesir,Marmara,Medium City,2015,11,Autumn,13.81,58.12,1264958,352.0,11475.86,Low,5.0,411307.0,39.45,7.32,36.52,20:00,0.1369,"49,1",,₺2.12,"781,813",  3.7  ,85%
Istanbul,Marmara,Megacity,2023,12,Winter,2.58,63.65,15840900,25964.81,18948.69,High,41.0,6014356.0,35.47,10.31,38.24,10:00,15.4528,"41,6",64.5 mm,₺1.91,"112,370",  11.1  ,70%
Mugla,Aegean,Medium City,2023,2,Winter,5.18,,1012321,330.43,7991.8,Low,2.0,365594.0,32.93,18.89,,19:00,0.5827,"46,7",199.3 mm,₺1.39,"254,009",  6.9  ,90%
Sakarya,Marmara,Medium City,2020,6,Summer,33.14,41.73,1003000,385.63,14907.84,Medium,4.0,332443.0,35.01,9.66,65.69,21:00,0.6914,"6,9",62.0 mm,₺1.11,"728,296",  9.9  ,
Eskisehir,Central Anatolia,Medium City,2016,3,Spring,14.02,44.96,882456,219.07,13214.91,Medium,2.0,287961.0,5.88,14.43,55.61,20:00,0.4183,"76,4",99.0 mm,₺0.84,"796,020",  4.3  ,71%
Samsun,Black Sea,Large City,2019,11,Autumn,11.45,68.69,1361505,308.14,8023.72,Low,5.0,382495.0,13.26,18.95,47.95,19:00,0.5071,"37,8",231.6 mm,₺0.94,"763,780",  7.6  ,48%
Hatay,Mediterranean,Large City,2016,12,Winter,7.52,77.47,1609856,2293.18,10396.52,Low,5.0,454850.0,7.82,7.58,31.83,08:00,2.858,"50,8",288.9 mm,₺2.11,"823,063",  11.2  ,71%
Manisa,Aegean,Medium City,2022,11,Autumn,19.53,50.09,1452881,1346.88,11664.95,Medium,3.0,507431.0,23.4,11.51,39.4,18:00,0.7439,"24,9",280.2 mm,₺1.12,"109,114",  10.2  ,61%
